['2018-10-28 23:22:48+00:00'],['#برشلونه_ريال_مدريد اهداء لكل برشلوني جاهل في تاريخ الكلاسيكو pic.twitter.com/jVo9mN5oky'],['mushari7070']
['2018-10-28 23:22:47+00:00'],['بصراحة كنت جاى اتفرج على الكلاسيكو بين برشلونة و ريال مدريد شكله اتأجل اصل لقيت برشلونة بيلعب قدام السنبلاوين #خمسة_علينا #الكلاسيكو'],['MinaMag44840083']
['2018-10-28 23:22:14+00:00'],['أرقام كارثية لـ إيسكو في الكلاسيكو: سدد مرتين فقط باتجاه مرمى البارسا، ولكن خارج الاخشاب، أكثر من لديه تمريرات خاطئة (9) مرات، خسر 19 كرة، مراوغة واحدة صحيحة، ومراوغتين فاشلتين، ارتكب 4 اخطاء ضد البارسا pic.twitter.com/eIL7Xyp1eg'],['Sway4sport']
['2018-10-28 23:20:50+00:00'],['كوتينهو لاينتقد يافاهمين الكوره مباراه اشبيليه اول من افتتح التسجيل كذالك الكلاسيكو'],['Salhajeri7']
['2018-10-28 23:19:55+00:00'],['@_HILALY_ حبيبت اذكرك الكلاسيكو بعد 4 ايام الهلال والمريخ.'],['A_1ii1']
['2018-10-28 23:19:55+00:00'],['سأظل أتعلم من الحياة حتى أصل إلى مستوى يليق بي وسأظل أخطئ حتى أتقن ما أريد تعلمه ..!". #ساعتين_شرين #الكلاسيكو #الكويت'],['BRONZ965']
['2018-10-28 23:19:48+00:00'],['الحمدلله ان متفرجتش ع الكلاسيكو النهاردة لأن مكنتش هستحمل اشوف الريال بيخسر بالخمسة.... بيريز من زمان وانا بقول اقذر مدير للريال ف التاريخ والنهاردة وضح فرق رونالدو وزيدان.... hala Madrid'],['AhmedMu12807201']
['2018-10-28 23:19:45+00:00'],['نفس اللي اتوقعه بس والله لوبتيغي بعد كل هالمهزلة مفروض يقيلونه بعد الكلاسيكو مباشرة'],['xeutiv']
['2018-10-28 23:19:32+00:00'],['تشكيلة فريق ريال مدريد المحتملة في الكلاسيكو ضد برشلونة بقيادة الويلزي غاريث بيل https://barcelonabelarabi.info/?p=1225 pic.twitter.com/YicmIVpFiN'],['asdaalwatan']
['2018-10-28 23:18:52+00:00'],['يخوانا الكلاسيكو من غير ميسي نقصة حاجة برضه واللة'],['Abrahem7oda']
['2018-10-28 23:18:49+00:00'],['اتفضل الكلاسيكو وعليه 5 اهداف'],['ahmt_FCB']
['2018-10-28 23:18:37+00:00'],['الكلاسيكو برشلونة و ريال مدريد I احصائيات و ارقام رهيبة في مباريات الكل... https://youtu.be/-DxEj3ShtGA via @YouTube'],['anlm111']
['2018-10-28 23:18:34+00:00'],['فرحة بيكيه وصدمة راموس في أبرز ردود الأفعال عقب الكلاسيكو https://twitter.com/i/events/1056626203711303680 …'],['FCB_MSN500']
['2018-10-28 23:18:18+00:00'],['قالوا ( احضروا لنا الكلاسيكو ) مرتين المرتين كلوا خمسة مرة نضيفة ومرة واحد'],['Qin0o']
